Feature	Gain	Cover	Frequency
Master_fechaalta_delta1	0.000126480275121369	0.000192272136887048	0.000401498929336188
rf_008_002_lag1	0.000125115017076901	0.000171122670232258	0.000286784949525849
rf_004_002_delta2	0.000124602123778179	0.00172505443293747	0.000267665952890792
rf_004_002	0.000123987425297157	0.00097975570250995	0.000229427959620679
rf_007_007_delta2	0.000123174826387627	0.00146287786447474	0.000267665952890792
rf_016_015_delta2	0.000120656514697614	0.00307812547333828	0.000286784949525849
rf_014_005_delta2	0.000119802414420696	0.000121416006935657	0.000229427959620679
rf_014_012	0.000119508222545249	0.000216918770793728	0.000210308962985623
rf_002_012_delta1	0.000119452196130806	0.0020317871557185	0.000229427959620679
rf_008_005_lag1	0.000117278868805084	0.000179291374589356	0.000133832976445396
rf_003_009	0.00011717095435373	0.000404165065905155	0.000133832976445396
rf_019_015_lag2	0.000115259502932549	0.000300669428889132	0.000152951973080453
rf_017_005_lag2	0.000115165527995298	5.98493851326489e-05	0.000191189966350566
rf_016_010_delta1	0.000115077355794792	0.00115939681784515	0.000267665952890792
rf_019_010_delta2	0.000114844662949698	3.92761740062106e-06	1.91189966350566e-05
rf_001_010	0.000114596005363905	0.00132207814927901	0.000210308962985623
rf_007_011	0.000114353608476604	0.000384200538192157	0.000248546956255736
rf_014_014_lag2	0.000113970470914508	7.03264744949441e-05	0.000267665952890792
rf_007_000	0.000113673251820292	6.20165286827928e-05	9.5594983175283e-05
rf_011_005_lag2	0.000112810239359642	0.000103781963231028	0.000325022942795962
rf_016_008_lag1	0.000111742264406359	0.000161241293129368	0.000286784949525849
rf_002_003	0.000110950992341171	8.15707835977802e-05	0.000191189966350566
Visa_status_delta2	0.000110881302064125	0.00225452853343481	0.000267665952890792
cdescubierto_preacordado_lag2	0.000110485667604667	9.64967385876763e-05	0.000152951973080453
rf_008_012_lag1	0.00011025210118001	0.000191522692431667	0.000248546956255736
ccallcenter_transacciones_lag2	0.000109670680649998	0.000749761287828826	0.000305903946160906
rf_003_005_lag2	0.000109592157585342	7.2279353796947e-05	0.000229427959620679
rf_004_011	0.000109272139023064	0.000167698765980013	0.000535331905781585
rf_017_015	0.000108806161873968	0.000152355572201977	0.000133832976445396
rf_011_008	0.000108582764802768	0.000574257970630932	0.000210308962985623
rf_007_007_delta1	0.000108452979846063	0.00113445785255956	0.000229427959620679
rf_014_012_lag1	0.000107806656517209	0.000141719946512582	0.000210308962985623
rf_010_006_lag1	0.000107000682533584	0.000226867165525801	0.000363260936066075
rf_001_002_lag1	0.0001068406038771	5.14294247177526e-05	5.73569899051698e-05
rf_020_007_lag2	0.000104505572092417	0.000101322968715086	0.000325022942795962
rf_014_003_delta1	0.000103838051310944	0.001494323544955	0.000191189966350566
rf_005_009	0.000102573094118847	8.47208523759433e-05	0.000305903946160906
rf_005_009_lag2	0.000101401730146969	3.92257306294061e-05	0.000210308962985623
rf_009_009_delta2	0.000100971492279192	0.000986508149011623	0.000210308962985623
rf_012_001	0.000100893799430306	0.000170426071219243	0.000439736922606302
rf_013_011_lag2	0.00010044661046703	0.00177212338804031	0.000229427959620679
rf_007_005_lag1	0.00010043640881621	0.00226365710319053	0.000267665952890792
rf_015_003_delta1	0.000100246964497632	0.000108286316573113	3.82379932701132e-05
rf_011_013_lag2	9.95421455861272e-05	0.000142483803361335	0.000592688895686754
rf_019_010_lag2	9.90693227420164e-05	0.000100382079634404	0.000191189966350566
rf_012_007_lag2	9.86196597047446e-05	7.42533712758966e-05	0.000191189966350566
rf_013_006_lag2	9.83872433350207e-05	3.55575363094939e-05	0.000191189966350566
rf_014_013	9.83725551333495e-05	0.00145711170609288	0.00133832976445396
ctarjeta_master	9.77402524401531e-05	6.8747356594407e-05	0.000191189966350566
rf_020_006_delta1	9.74842362248154e-05	0.000502928633763803	0.000305903946160906
rf_005_009_lag1	9.72481545400557e-05	8.33033934877368e-05	0.000286784949525849
rf_007_014_delta1	9.58565904120094e-05	0.00124012279498473	0.000210308962985623
rf_002_009_delta2	9.58488735677731e-05	0.000219984046657549	0.000172070969715509
rf_006_004_lag1	9.5474414405816e-05	6.22430434653007e-05	0.000248546956255736
rf_012_011	9.40385901579297e-05	0.000245721698742543	9.5594983175283e-05
rf_019_002_lag1	9.34213434892826e-05	0.000115053175468159	0.00011471397981034
rf_002_003_lag1	9.29927813758203e-05	8.90834838498641e-05	0.000133832976445396
rf_011_008_lag1	9.28344307179951e-05	0.000375316979123772	0.000172070969715509
rf_007_014	9.26076288036928e-05	8.12344944190835e-05	0.000172070969715509
rf_009_005_lag2	9.25341005908371e-05	0.000143416765625663	0.000152951973080453
rf_011_005_delta2	9.24141206814472e-05	0.000181003086508922	0.000172070969715509
rf_006_004_lag2	9.23653012309793e-05	6.51180757366011e-05	0.000172070969715509
rf_008_002	9.23086313834906e-05	6.25673223161868e-05	0.000210308962985623
rf_002_010_delta2	9.22989472127512e-05	0.00060446778837948	0.000152951973080453
rf_007_014_lag2	9.1464471594618e-05	9.99427418430925e-05	0.000191189966350566
cdescubierto_preacordado_lag1	9.14122647645477e-05	4.13815844714081e-05	9.5594983175283e-05
rf_004_011_lag1	9.13112760912186e-05	5.42441651434438e-05	0.000172070969715509
rf_017_015_lag2	9.0193516896515e-05	0.000129724751715027	0.000191189966350566
rf_013_004	9.01588563664404e-05	0.000272554452517308	0.00011471397981034
rf_015_004_delta2	8.98266064673209e-05	5.59895059808796e-05	5.73569899051698e-05
rf_007_007_lag1	8.93540660013782e-05	0.000153591675140243	0.000133832976445396
rf_018_000	8.89586098293501e-05	0.000281848764796816	0.000172070969715509
rf_019_013_delta2	8.8657561203903e-05	0.000136884588536036	0.00011471397981034
rf_012_007_lag1	8.82895592806689e-05	4.52292130888106e-05	0.000191189966350566
rf_005_010_delta2	8.67063717568553e-05	0.000563347788847786	0.000152951973080453
rf_001_008	8.65466024424985e-05	6.01436381640085e-05	9.5594983175283e-05
rf_010_002_lag1	8.60484808482837e-05	0.000419454213208043	0.000133832976445396
cpayroll_trx_lag2	8.58409107651044e-05	0.000182967255519067	0.000267665952890792
rf_014_005_lag2	8.57201675861861e-05	0.000142328629926023	0.000191189966350566
rf_002_004	8.46198942603511e-05	0.000526378318400879	0.000152951973080453
rf_002_013_delta1	8.44158803527081e-05	9.38924191052267e-05	0.000210308962985623
internet_delta2	8.43759249988981e-05	0.000570056998169341	0.000325022942795962
rf_011_013_delta2	8.23239222717238e-05	0.000324130163027793	0.000152951973080453
rf_019_014	8.20532489962475e-05	0.00106137981196321	0.000172070969715509
rf_017_005_lag1	8.19476211171515e-05	4.44420562041041e-05	0.000152951973080453
rf_012_001_delta2	8.16308814125643e-05	0.000181005008161372	0.000191189966350566
rf_011_003_delta1	8.0430614198673e-05	0.000455840221929912	0.000152951973080453
rf_018_002_delta2	8.03515009022704e-05	0.000520518719668645	0.00011471397981034
rf_016_008_lag2	7.90662683347506e-05	3.77482201021466e-05	0.000152951973080453
rf_016_008	7.84968170140979e-05	0.0002538791133915	0.000477974915876415
rf_004_009_lag1	7.84618559564163e-05	6.32687254603256e-05	0.000152951973080453
rf_003_010_delta2	7.79859550562427e-05	0.0024494780125974	0.000248546956255736
rf_007_010_delta1	7.77949955682135e-05	5.24743232372744e-05	0.000172070969715509
rf_020_005_lag2	7.76356863312255e-05	0.00023075875194299	0.000172070969715509
rf_013_002	7.74602724178624e-05	4.97866520798193e-05	7.64759865402264e-05
rf_016_010_lag1	7.73975106550862e-05	8.69406011618976e-05	0.000191189966350566
rf_007_005_delta2	7.72339573239098e-05	4.19054749705063e-05	0.00011471397981034
rf_002_013_delta2	7.66387791001155e-05	4.90991809159408e-05	0.000191189966350566
rf_007_004_lag2	7.63846609340988e-05	7.86123996514742e-05	0.000229427959620679
rf_011_005_lag1	7.46949405306129e-05	4.79344193248692e-05	0.000229427959620679
Master_Fvencimiento_delta1	7.46193812947577e-05	0.000298334621162752	0.000267665952890792
rf_017_007_lag2	7.46170543990808e-05	0.000213624337875282	0.000133832976445396
rf_019_000_delta2	7.436525365298e-05	0.00235924417954983	0.000229427959620679
rf_001_006_lag1	7.38642111319012e-05	4.091222086057e-05	0.000152951973080453
rf_009_004_lag1	7.38349736447096e-05	8.27124853594554e-05	0.000229427959620679
ctarjeta_master_lag2	7.3554729326347e-05	5.05317728171887e-05	3.82379932701132e-05
rf_007_014_lag1	7.29357465565413e-05	9.89694248773218e-05	0.000191189966350566
entrenamiento_lag2	7.26617422849079e-05	0.000115528304036347	0.000248546956255736
rf_009_000	7.25754674026596e-05	7.16070156461099e-05	7.64759865402264e-05
rf_014_006_delta2	7.25229398914835e-05	0.000570186229296583	0.000152951973080453
cpayroll_trx_lag1	7.23750823095982e-05	0.00018152889866047	0.000248546956255736
rf_002_002_delta1	7.21810613668554e-05	0.000251064853378921	9.5594983175283e-05
rf_007_012	7.15562986167962e-05	2.02873653245461e-05	3.82379932701132e-05
rf_006_012	7.15425986021231e-05	0.000378065182333392	0.000152951973080453
rf_010_002_lag2	7.14948227812083e-05	0.000162199236875541	0.00011471397981034
rf_014_012_lag2	7.09071217250581e-05	0.000112606671693141	0.000210308962985623
rf_011_004_lag2	7.05896341473443e-05	0.000127952988156408	0.000172070969715509
rf_016_007_lag1	7.05312524907557e-05	0.000236768479772856	0.000382379932701132
rf_004_011_lag2	7.03954527026593e-05	2.98656017534963e-05	0.000152951973080453
rf_018_003_lag1	6.99481182031569e-05	8.8281914571785e-05	0.00011471397981034
rf_018_015_lag1	6.97712298040032e-05	7.17050199210443e-05	0.000133832976445396
rf_006_010	6.88199153128488e-05	0.000207471206731357	0.000172070969715509
rf_018_010	6.8455906757727e-05	0.000774640201475363	0.000152951973080453
rf_014_012_delta2	6.84547432436058e-05	9.22460433689502e-05	0.000133832976445396
rf_020_008_lag1	6.81666475456469e-05	0.000138953487604689	0.000152951973080453
rf_014_014_lag1	6.81049079370385e-05	8.34986814179371e-05	0.000191189966350566
rf_018_006_lag1	6.78784383416604e-05	6.31584706510243e-05	0.000191189966350566
rf_015_011_lag2	6.7494189853106e-05	0.000881316413502188	0.000325022942795962
rf_004_000	6.72811054168e-05	4.55246671529512e-05	9.5594983175283e-05
rf_009_004	6.71793810050043e-05	0.000141076673355046	0.000344141939431019
rf_007_004_lag1	6.67386031511325e-05	7.15976475904176e-05	0.000229427959620679
rf_017_000_lag1	6.65178444686084e-05	4.25830976655801e-05	7.64759865402264e-05
rf_015_004	6.64472491095187e-05	9.04966190200588e-05	0.000229427959620679
rf_013_012_lag2	6.62282295135692e-05	6.53414678338782e-05	0.000133832976445396
rf_012_009	6.60050794261563e-05	0.000190774689215623	5.73569899051698e-05
rf_014_004_delta2	6.58861840443589e-05	0.00052287034185396	0.000229427959620679
rf_003_007_lag2	6.54896610105182e-05	3.8827708365763e-05	0.00011471397981034
rf_004_009	6.52479070164489e-05	2.62368013088029e-05	9.5594983175283e-05
rf_020_007_delta2	6.51715973702019e-05	0.000106682937810399	0.000152951973080453
rf_008_003	6.50013125033908e-05	0.00215859940293946	0.000191189966350566
rf_007_010_lag2	6.44518588049224e-05	5.10273189426538e-05	0.000152951973080453
rf_005_001_lag2	6.44290157376976e-05	3.59807802615393e-05	0.000133832976445396
rf_014_013_delta2	6.41058669539836e-05	0.000808948183279443	0.000573569899051698
rf_006_001_delta1	6.38158696202373e-05	0.000379668801302663	0.000133832976445396
rf_003_011_lag2	6.36244022327153e-05	0.000126272743295706	0.00011471397981034
rf_006_010_lag1	6.33916608517675e-05	8.63247115517702e-05	0.000172070969715509
rf_007_011_lag1	6.29193067417335e-05	3.48124155721246e-05	0.00011471397981034
rf_007_007_lag2	6.26693739833016e-05	0.000223986368297152	0.00011471397981034
rf_019_005_lag1	6.25851759090299e-05	0.000457150308487492	0.00011471397981034
rf_012_007_delta1	6.24613261149929e-05	6.44082653629949e-05	0.00011471397981034
rf_016_008_delta1	6.24321846328918e-05	0.000574627648520942	0.000191189966350566
rf_011_001	6.23562710926408e-05	4.96643869427074e-05	9.5594983175283e-05
rf_015_001_delta2	6.20995038514315e-05	0.000305933795775072	0.000152951973080453
rf_001_013_delta2	6.1908447075723e-05	0.00141667605503983	0.000133832976445396
rf_014_002_lag2	6.17546576953242e-05	0.000160164687344426	9.5594983175283e-05
rf_015_001_lag2	6.13559283644239e-05	3.71056675642797e-05	0.00011471397981034
rf_012_002_lag1	6.09460324035726e-05	3.14406361425779e-05	9.5594983175283e-05
rf_005_004_delta1	6.08736434002896e-05	0.000667115820098554	0.000133832976445396
rf_012_003	6.07208691954013e-05	4.73444720228127e-05	9.5594983175283e-05
rf_019_006_delta2	6.07198631899141e-05	0.000594231145779953	0.00011471397981034
rf_007_000_lag1	6.05034058709104e-05	0.000149854061125586	9.5594983175283e-05
rf_018_003_delta1	6.04741648245519e-05	0.0013416016577548	0.000133832976445396
rf_005_009_delta1	6.03120170354254e-05	9.68130906222074e-05	0.000152951973080453
rf_008_002_lag2	6.01780556051353e-05	0.000179243333278114	0.000133832976445396
rf_013_012_delta1	6.00931951315402e-05	0.000142738902724033	0.000152951973080453
rf_018_015_delta2	6.00743874139401e-05	0.000147231245738308	0.00011471397981034
rf_002_003_delta2	5.99581711248108e-05	8.85896191702924e-05	9.5594983175283e-05
rf_004_002_delta1	5.93779548978244e-05	0.000796463447520328	9.5594983175283e-05
rf_005_001_lag1	5.93520377151723e-05	4.8604115203588e-05	0.00011471397981034
rf_010_013	5.91768007293158e-05	6.16963333433624e-05	9.5594983175283e-05
rf_003_011_lag1	5.91097991456252e-05	5.6187195976642e-05	0.00011471397981034
rf_012_005_lag1	5.89887699428444e-05	0.000819113724738331	0.00011471397981034
rf_014_014_delta1	5.87403596779716e-05	0.000404623860427519	0.000152951973080453
rf_009_012	5.86751646911292e-05	3.54804300049499e-05	0.00011471397981034
Visa_status_lag2	5.84320470118975e-05	0.000205047282372623	5.73569899051698e-05
rf_007_015	5.814937460726e-05	0.000192353566909604	0.00011471397981034
rf_003_009_lag1	5.81056174141629e-05	0.000280780085828229	0.00011471397981034
rf_011_004	5.80794693626912e-05	5.37685561621442e-05	0.000133832976445396
rf_002_011	5.79980023370963e-05	0.000160497133218223	0.00011471397981034
rf_008_011_delta2	5.74184392978566e-05	0.00054914413497242	0.000191189966350566
rf_020_006	5.69774384233947e-05	0.000246407488460528	0.000363260936066075
rf_010_001	5.69345606167819e-05	5.48718248748256e-05	0.000133832976445396
rf_017_007_delta2	5.65303670932774e-05	0.000115092809549934	9.5594983175283e-05
rf_005_010	5.64593943501246e-05	4.45933863345176e-05	9.5594983175283e-05
cpayroll_trx_delta2	5.61687616115953e-05	9.64085827815465e-05	0.00011471397981034
rf_019_005_delta2	5.60718896670442e-05	0.000454953619530934	0.00011471397981034
rf_008_011_delta1	5.58586571620109e-05	0.000353399091695659	0.000133832976445396
rf_004_013_delta2	5.55772251715789e-05	0.000407785939533493	0.00011471397981034
rf_008_001_lag2	5.55265645692454e-05	3.09374034073139e-05	0.00011471397981034
rf_014_015	5.55004445672565e-05	7.97778818622144e-05	9.5594983175283e-05
rf_013_006_lag1	5.50256261596663e-05	7.36031321282309e-05	0.000133832976445396
rf_019_013_lag1	5.49532597754807e-05	4.38417800201305e-05	0.000191189966350566
rf_019_006_lag2	5.48232264862407e-05	5.72801358074063e-05	9.5594983175283e-05
ctarjeta_visa_delta1	5.47501549691371e-05	0.00168894850506015	0.000191189966350566
rf_006_004_delta1	5.38448891449085e-05	0.000773210732259346	0.000286784949525849
rf_020_003	5.37218541364871e-05	0.000123423893539032	0.00011471397981034
rf_014_003_delta2	5.35915354001562e-05	0.000729165497286104	9.5594983175283e-05
rf_013_009_lag1	5.32638068618915e-05	0.000353638337425646	9.5594983175283e-05
rf_002_009_lag2	5.32467256708669e-05	4.32477492066185e-05	0.000133832976445396
rf_016_007_lag2	5.30102180961184e-05	3.44943820917e-05	0.000133832976445396
kmes_delta1	5.28696820288945e-05	4.68667011825072e-05	5.73569899051698e-05
rf_001_005_delta1	5.2595522541133e-05	0.00135699865780143	0.000133832976445396
rf_007_011_lag2	5.24401974515534e-05	5.69099775042837e-05	3.82379932701132e-05
rf_003_004_lag2	5.22776091641798e-05	5.54891557242902e-05	7.64759865402264e-05
rf_008_004_delta2	5.21307841467011e-05	0.00107625340192385	0.00011471397981034
rf_010_008_lag2	5.16563217517766e-05	3.90820871087914e-05	9.5594983175283e-05
rf_015_004_lag2	5.15798618285599e-05	4.53164080687155e-05	9.5594983175283e-05
rf_018_013	5.10529789959656e-05	0.000140016641822483	9.5594983175283e-05
rf_005_001_delta2	5.09602727583962e-05	0.000134902644240731	0.00011471397981034
rf_013_011_delta2	5.09501050906042e-05	0.000495405364423246	9.5594983175283e-05
rf_019_003	5.08929513027196e-05	5.44874943848865e-05	9.5594983175283e-05
rf_020_008_lag2	5.08666387302434e-05	7.73592420477166e-05	0.00011471397981034
rf_015_014_delta1	5.0688991225106e-05	0.000209312149778165	0.00011471397981034
rf_005_009_delta2	5.06463250119207e-05	8.95122525527024e-05	0.000152951973080453
rf_004_014_lag2	5.03305882849433e-05	0.000301124380106597	0.00011471397981034
rf_010_006_delta2	4.9885958116311e-05	0.000310203227105183	0.000172070969715509
rf_011_004_lag1	4.94158248151737e-05	6.42254681737176e-05	0.00011471397981034
rf_012_011_lag1	4.92063903854147e-05	0.000113417849233469	9.5594983175283e-05
ctarjeta_visa_lag2	4.8404206098982e-05	6.38192788871633e-05	7.64759865402264e-05
rf_013_006_delta2	4.7955504080823e-05	7.85682016451312e-05	0.000152951973080453
rf_001_009_delta2	4.78212136085236e-05	0.000402340216697613	7.64759865402264e-05
rf_011_009_lag2	4.78125905502291e-05	0.00107719405079798	0.000133832976445396
rf_017_001	4.7591846515082e-05	0.000373224059399498	7.64759865402264e-05
rf_006_004_delta2	4.71611587306615e-05	0.000358287775527684	0.000133832976445396
rf_018_001_delta2	4.71115935202081e-05	0.000102517515919128	0.00011471397981034
rf_002_012_lag1	4.67978487279227e-05	4.14848732905792e-05	7.64759865402264e-05
rf_007_005	4.66531136666158e-05	2.23687551341224e-05	5.73569899051698e-05
rf_001_008_lag1	4.65188744385638e-05	4.22720301752857e-05	7.64759865402264e-05
rf_005_013_delta2	4.64962482828438e-05	6.09754734681704e-05	7.64759865402264e-05
rf_018_013_lag1	4.6416191552877e-05	0.000266585319595442	0.00011471397981034
rf_020_005_lag1	4.63117813989217e-05	5.62436445173518e-05	0.00011471397981034
rf_009_004_delta2	4.59524742675e-05	0.000154564751899458	9.5594983175283e-05
rf_005_004_lag2	4.57354902115749e-05	4.21319897530141e-05	7.64759865402264e-05
rf_017_001_lag2	4.57042635854853e-05	0.000800938015249444	9.5594983175283e-05
rf_004_009_delta2	4.56454756455237e-05	0.000139350308835551	7.64759865402264e-05
rf_020_015_delta2	4.54365439488017e-05	0.00140410124182214	0.000133832976445396
rf_007_003_delta1	4.54108055816022e-05	0.000112772654423483	7.64759865402264e-05
rf_014_006	4.53631144485488e-05	3.49481322763843e-05	9.5594983175283e-05
rf_017_005_delta2	4.47575981374737e-05	3.0025098906821e-05	9.5594983175283e-05
rf_016_012	4.47211044019344e-05	4.32996338227602e-05	9.5594983175283e-05
rf_014_014_delta2	4.40977457332064e-05	0.000183347262290994	0.00011471397981034
rf_016_004	4.40921066182524e-05	0.000220797626263438	7.64759865402264e-05
rf_004_013_lag2	4.37875739233994e-05	2.03704767929954e-05	5.73569899051698e-05
rf_009_013_lag1	4.36183805222503e-05	4.44687191318436e-05	9.5594983175283e-05
rf_009_007_delta2	4.35582100664367e-05	0.000816758739661229	0.00011471397981034
rf_006_012_lag1	4.31568656606826e-05	0.000238541924777369	7.64759865402264e-05
rf_002_013_lag1	4.30725527648518e-05	7.99856605333378e-05	0.000210308962985623
rf_008_000	4.2619647402813e-05	0.000140210728719902	9.5594983175283e-05
rf_016_014_delta2	4.24288505058115e-05	7.67505586342757e-05	5.73569899051698e-05
rf_011_004_delta2	4.20966691121594e-05	0.000246956120234916	9.5594983175283e-05
rf_020_006_lag2	4.20818493146204e-05	4.22155816345759e-05	0.000133832976445396
rf_010_001_delta2	4.20185588544718e-05	0.000740691808885933	0.00011471397981034
rf_006_001_lag2	4.18924626744553e-05	7.02805950427077e-05	9.5594983175283e-05
rf_012_011_lag2	4.18168652728333e-05	9.61006379764829e-05	7.64759865402264e-05
rf_009_003_lag1	4.13090019358512e-05	9.84625890437147e-05	0.000172070969715509
rf_017_004_delta1	4.12953741441789e-05	0.00118043795134309	0.00011471397981034
rf_007_003_lag2	4.11545317577239e-05	2.00908763615648e-05	7.64759865402264e-05
rf_002_004_delta2	4.08079280752178e-05	0.00158522275016327	0.000152951973080453
rf_016_010_lag2	4.07669995645739e-05	2.7130129491355e-05	0.00011471397981034
rf_010_007	4.06254638525572e-05	0.000976973389969347	0.000152951973080453
cpayroll_trx_delta1	4.05662653523648e-05	0.000144921179287218	0.000133832976445396
rf_010_001_delta1	4.03605007966571e-05	0.000137557887513098	9.5594983175283e-05
rf_014_013_lag2	4.03538200688342e-05	0.000420404230137861	0.000497093912511472
rf_019_010_lag1	4.02275939864625e-05	7.28825124595951e-05	7.64759865402264e-05
rf_003_002	4.00944846266377e-05	0.000230527433029358	7.64759865402264e-05
rf_011_012_delta2	3.91874954317461e-05	0.000626577120432893	9.5594983175283e-05
rf_017_011	3.91486447404786e-05	0.00106147901727092	0.00011471397981034
cliente_edad_delta2	3.90929489357141e-05	5.24615922897952e-05	0.00011471397981034
rf_003_007_delta2	3.89733597468535e-05	7.18301675368307e-05	7.64759865402264e-05
rf_005_000	3.89267620042143e-05	1.75751930983574e-05	3.82379932701132e-05
rf_015_005_delta2	3.88270967978561e-05	0.000449909762263596	9.5594983175283e-05
rf_020_006_lag1	3.8623164059875e-05	4.03362055387738e-05	0.000191189966350566
rf_006_007_lag2	3.82686677368927e-05	0.00115176089162973	0.00011471397981034
rf_011_008_lag2	3.82306811854593e-05	3.84164747415282e-05	7.64759865402264e-05
rf_016_007_delta2	3.81856947563612e-05	0.000340254268320075	0.000152951973080453
rf_008_001_delta1	3.81658437272459e-05	0.000133005973272882	7.64759865402264e-05
rf_018_006_lag2	3.79392382941761e-05	2.40055226081504e-05	0.000133832976445396
rf_010_008_delta2	3.77803122173947e-05	5.16336002905327e-05	7.64759865402264e-05
rf_012_005	3.76940379419861e-05	0.000368572219231897	5.73569899051698e-05
rf_019_009	3.73583382334199e-05	4.43594251487672e-05	7.64759865402264e-05
rf_008_002_delta1	3.72481733432627e-05	0.000346115788704758	7.64759865402264e-05
rf_020_004_lag1	3.70683084624582e-05	1.95340775642656e-05	5.73569899051698e-05
rf_020_003_delta2	3.68162860175611e-05	6.38644377197311e-05	5.73569899051698e-05
internet_delta1	3.64002869707473e-05	0.000108291120704238	0.00011471397981034
rf_018_002_lag2	3.62301189849257e-05	2.67083267786469e-05	9.5594983175283e-05
rf_013_012_delta2	3.61533413473755e-05	7.78250025602116e-05	7.64759865402264e-05
rf_001_004	3.61202828742967e-05	1.32495534340932e-05	3.82379932701132e-05
rf_003_007_lag1	3.607690488863e-05	3.36769591809108e-05	9.5594983175283e-05
rf_015_015_delta2	3.59788924441017e-05	3.87861526315383e-06	1.91189966350566e-05
rf_019_001	3.59276665368081e-05	0.00122677667851504	0.00011471397981034
rf_002_002	3.58998909399892e-05	0.00012010063583384	7.64759865402264e-05
rf_017_003_lag2	3.54083465460015e-05	0.000111544478301572	7.64759865402264e-05
rf_008_004_delta1	3.5123167454836e-05	0.000526355738984595	7.64759865402264e-05
rf_004_001_lag1	3.50797541376092e-05	2.6985044731403e-05	7.64759865402264e-05
rf_011_002_lag1	3.50030699533838e-05	5.19578791414188e-05	7.64759865402264e-05
rf_015_014_lag1	3.48208357004062e-05	4.9470059838732e-05	7.64759865402264e-05
rf_002_006_delta1	3.47159488400974e-05	0.000520085867454351	5.73569899051698e-05
rf_007_004_delta1	3.45626903770717e-05	0.000100436366316108	7.64759865402264e-05
rf_019_012_lag2	3.43020793963204e-05	0.000323462148594968	9.5594983175283e-05
rf_001_010_delta2	3.40490437987121e-05	0.000204418661815016	3.82379932701132e-05
rf_010_001_lag2	3.39977144589508e-05	7.49134588923669e-05	9.5594983175283e-05
rf_007_006	3.37897214759281e-05	9.4648829550738e-05	5.73569899051698e-05
rf_009_013_lag2	3.37397863842543e-05	5.18296088404016e-05	5.73569899051698e-05
rf_008_008	3.36523529100296e-05	0.000469972294251528	5.73569899051698e-05
rf_018_004	3.35470972259931e-05	2.39589225362453e-05	3.82379932701132e-05
rf_006_012_lag2	3.33667368942289e-05	0.000270310683075732	5.73569899051698e-05
rf_004_009_delta1	3.29644949050266e-05	0.000368216713528704	7.64759865402264e-05
rf_013_012_lag1	3.2903829605093e-05	4.44093881124593e-05	9.5594983175283e-05
rf_008_009_delta2	3.2742112132791e-05	0.00022052931554015	7.64759865402264e-05
rf_017_014_lag2	3.27191196481292e-05	0.000150373627906672	7.64759865402264e-05
rf_020_008	3.25299318204942e-05	3.09936117414675e-05	7.64759865402264e-05
rf_018_001_delta1	3.23753829464086e-05	0.000128450455934323	3.82379932701132e-05
rf_003_011_delta2	3.23371245307576e-05	5.9057183910262e-05	7.64759865402264e-05
kmes_delta2	3.23118918633674e-05	5.30741190081356e-05	5.73569899051698e-05
rf_002_005_delta2	3.20640655132077e-05	0.0012068025425398	0.00011471397981034
rf_010_013_delta2	3.18713860643829e-05	0.000188110558300677	5.73569899051698e-05
rf_008_015_delta2	3.15752914091208e-05	0.000355708677733637	5.73569899051698e-05
rf_007_006_lag1	3.13357472081576e-05	0.000290277853060848	5.73569899051698e-05
rf_006_001_delta2	3.12175213354128e-05	5.32009480698155e-05	7.64759865402264e-05
rf_008_012_lag2	3.11767891711482e-05	2.70186736492727e-05	5.73569899051698e-05
rf_001_006_delta2	3.11638551231195e-05	4.15768724016084e-05	5.73569899051698e-05
rf_020_010_delta2	3.11196761089549e-05	0.000822602965173865	9.5594983175283e-05
rf_003_013_lag1	3.09624878864246e-05	0.000158812084226397	5.73569899051698e-05
rf_003_002_lag1	3.09553180071021e-05	0.000161810822874146	5.73569899051698e-05
rf_017_010_delta2	3.0901005038466e-05	0.0003761281566641	5.73569899051698e-05
rf_017_015_delta2	3.06994322853686e-05	7.34465174535807e-05	5.73569899051698e-05
rf_020_003_lag2	3.06531614270862e-05	2.90013385642459e-05	5.73569899051698e-05
rf_003_014	3.06512082121429e-05	0.000116235712344391	7.64759865402264e-05
rf_014_003	3.06139617355236e-05	0.000123804380724072	5.73569899051698e-05
rf_009_005_lag1	3.05147329143875e-05	1.83611489502828e-05	3.82379932701132e-05
rf_018_015_lag2	3.04887325946868e-05	7.35168979745508e-05	0.00011471397981034
rf_010_002	3.02683228279697e-05	0.000110511109696748	0.000152951973080453
rf_004_009_lag2	3.00531295890666e-05	3.88452434443664e-05	5.73569899051698e-05
rf_019_013_delta1	3.00322819964325e-05	2.34215804699992e-05	5.73569899051698e-05
rf_019_007_delta1	3.00277162182778e-05	0.000629365197930845	7.64759865402264e-05
rf_001_005_lag1	2.99816659799655e-05	4.0057565933568e-05	3.82379932701132e-05
rf_008_001_lag1	2.99217296294503e-05	1.84322500909215e-05	7.64759865402264e-05
rf_020_009	2.98975320958564e-05	0.000153445869760623	5.73569899051698e-05
rf_012_008_delta2	2.98800017085479e-05	0.000530007599258685	7.64759865402264e-05
rf_005_010_lag2	2.9834683993266e-05	5.71874160767085e-05	5.73569899051698e-05
rf_004_001_delta2	2.95759868502996e-05	0.000127613095879368	5.73569899051698e-05
rf_005_010_lag1	2.93240964941927e-05	3.33310617399657e-05	0.00011471397981034
rf_013_006_delta1	2.90451382523743e-05	1.72196873951637e-05	5.73569899051698e-05
rf_003_006_lag2	2.87935006787454e-05	4.0060928825355e-05	5.73569899051698e-05
